,@ES.#,SW#.C,EX#.,@NQ.#,@YM.#,LF#.,XG#.,total
2020-04-30 12:00:00,152.34591489566202,161.5548445314722,126.5853972638507,153.73275407133588,151.50614298360045,155.03005358080375,208.44136283557347,509.19647016229845
2020-04-30 14:00:00,151.93051030890302,161.7441962801913,126.92260220952323,153.08557297360213,151.1901539378874,154.56867127942886,208.0197853197077,507.4614923092437
2020-04-30 16:00:00,152.57957997571393,159.87295546932032,126.81020056096573,154.3206162963913,151.56934079274308,155.4914358821787,208.0741824185291,508.71831139584214
2020-05-04 04:00:00,154.09964345857688,159.9192011021177,130.01228090372493,155.33479910344,153.4180442344255,158.0304695339685,210.9844272054738,521.7988655417272
2020-05-04 06:00:00,154.2337636302507,159.3603467535323,129.70328128997446,155.49251004182005,153.50059114183156,157.79298497046514,210.97082793076842,521.0543057586427
2020-05-04 08:00:00,154.32317707803324,159.34870395460348,129.89640604856848,156.1064561947997,153.39972722041773,157.58399855458214,210.93003010665234,521.5884991576572
2020-05-04 10:00:00,154.61824145571566,160.05891468926404,130.01228090372493,155.54578016214276,153.5926842874703,157.7359886752243,211.08868831154808,522.6525784850901
2020-05-04 12:00:00,154.61824145571566,159.97741509676203,129.9736559520061,155.7793855660268,153.72424592409706,157.7644868228447,210.9844272054738,522.8218580229261
2020-05-04 14:00:00,154.61824145571566,159.34870395460348,129.9736559520061,154.97161748271694,154.6320212168217,156.8620454815319,210.13220599060523,520.538491534001
2020-05-04 16:00:00,154.8086101796169,158.96449158995097,129.9736559520061,155.07012578555958,154.6320212168217,156.27308376404355,210.1956692725635,519.9176577605624
2020-05-05 04:00:00,153.99957746268942,159.39527515031892,130.16766451458003,154.51847928964062,153.99457894332858,156.6150615354884,209.75142629885548,518.4420631949014
2020-05-05 06:00:00,153.99957746268942,159.26720436210144,130.52129909218314,154.51847928964062,154.15303914966083,156.41557450214557,209.8284888555191,518.70366271394
2020-05-05 08:00:00,153.99957746268942,159.04599118245304,129.46039535937373,154.51847928964062,154.8502331589568,155.7601171068763,209.25731931789446,516.8921128778844
2020-05-05 10:00:00,153.99957746268942,159.04599118245304,129.26393170514976,154.51847928964062,155.01377249447066,155.99760167037965,208.8674734430078,516.7068272477909
2020-05-05 12:00:00,153.95072203448032,159.04599118245304,129.38180989768415,154.6324039319786,154.87175149257703,156.1210936434014,209.03519783104042,517.038970013615
2020-05-05 14:00:00,153.0518652406938,159.04599118245304,130.2462499762696,153.78538625389996,153.8905154794939,156.71955474342988,209.746893207287,516.4864560835272
2020-05-05 16:00:00,153.08677230064663,159.04599118245304,130.2462499762696,153.93839589897223,153.87760447932172,156.71955474342988,209.706095383171,516.620663964264
2020-05-06 04:00:00,153.3726141913471,158.28687049421885,129.22463897430495,154.44872859243077,154.65325482048635,156.80660154898155,208.5954879489008,515.3881965706704
2020-05-06 06:00:00,153.08352089305538,158.43633014011445,129.22463897430495,154.26277365915576,154.34044683317006,156.7044090554847,208.5954879489008,514.6476075041861
