,Alert,Current Week,Underwater,Week
@ES.#,-2.0678934675791716,0.14704102776487707,1.3333333333333333,2025-03-30
SW#.C,-1.4711779951232318,-0.5864080188142871,2.0416666666666665,2025-03-30
EX#.,-2.1502019351196147,-0.06216379230804523,1.75,2025-03-30
@NQ.#,-2.288465847347766,0.252982512628645,1.125,2025-03-30
@YM.#,-1.950703053588921,0.2895731078895478,1.5416666666666667,2025-03-30
LF#.,-1.836469947080181,-0.7391101699154824,9.041666666666666,2025-03-30
XG#.,-1.8000924982053212,0.5819136126202065,0.041666666666666664,2025-03-30
total,-1.937857820577744,-0.016595960019219765,1.8333333333333333,2025-03-26
