,AAPL,BABA,BLDR,COST,CP,DDOG,GRBK,MCO,META,MMC,MRUS,MSFT,NEE,NFLX,NUVL,NVDA,PINS,PWR,RTX,SBLK,SE,SNAP,TDW,TJX,total
2018-08-22 13:00:00,132.83552133833993,561.7370640727454,113.33479345675367,115.34531006260282,132.75503505665986,,100.46924830552898,,,115.68192168175528,,,,,,,,,,,,,,,181.73698485348368
2018-08-22 14:00:00,132.83881576207204,559.2460466567718,113.343490061182,115.31043931114682,132.36490329631786,,100.44578589025252,,,115.51886806182266,,,,,,,,,,,,,,,181.2954784342237
2018-08-22 15:00:00,132.90038854162594,560.8029325417556,113.06906387699952,115.12518844403685,132.19388663425013,,100.46924830552898,,,115.41336277833685,,,,,,,,,,,,,,,181.42486730321912
2018-08-22 16:00:00,132.74327747383973,563.8129119193904,112.9241204698609,115.19492994694883,132.38093610838672,,100.42232347497608,,,115.29826610544323,,,,,,,,,,,,,,,181.82525221412087
2018-08-23 10:00:00,133.30332950830524,605.2779726561208,112.24771790321398,115.24287723020083,132.38093610838672,,100.42232347497608,,,115.25990054781202,,,,,,,,,,,,,,,187.73357963271656
2018-08-23 11:00:00,133.03770012278198,567.928280275364,111.98198832345983,115.35537899208573,132.02821424287202,,100.37539864442319,,,115.33663166307444,,,,,,,,,,,,,,,182.29194175200874
2018-08-23 12:00:00,132.86846557566142,557.7410569679545,111.69210150918258,115.36514280249341,131.84650903942506,,100.28154898331739,,,115.32704027366663,,,,,,,,,,,,,,,180.73169502167156
2018-08-23 13:00:00,133.06283657585828,564.9125923161507,111.76457321275188,115.33179764641362,131.87323039287313,,100.2346241527645,,,115.33663166307443,,,,,,,,,,,,,,,181.78804085141238
2018-08-23 14:00:00,133.03944616736004,555.5614167289773,111.57131533656704,115.3409512186708,131.72893508425346,,100.28154898331739,,,115.31744888425882,,,,,,,,,,,,,,,180.40586605762928
2018-08-23 15:00:00,133.21767449126935,554.5753890018209,111.8853593853674,115.30390104524882,131.96098331759666,,100.30501139859385,,,115.32704027366661,,,,,,,,,,,,,,,180.36790841622337
2018-08-23 16:00:00,132.9145875079115,533.9207029277052,111.86120215084429,115.26031260592883,132.23664079976706,,100.2346241527645,,,115.2790833266276,,,,,,,,,,,,,,,177.38673621022127
2018-08-24 10:00:00,133.0167146436082,545.3378660842516,111.66794427465946,115.42788836089454,132.9260517187276,,100.2346241527645,,,115.36540583129783,,,,,,,,,,,,,,,179.13949929517193
2018-08-24 11:00:00,132.9969481012153,543.5214992184374,111.47468639847462,115.53056092971278,132.49316579286864,,99.90615033889424,,,115.70110446057087,,,,,,,,,,,,,,,178.80344503431053
2018-08-24 12:00:00,133.0760142707869,538.2280872094932,111.20895681872048,115.68094104536674,132.0389027842512,,99.81230067778844,,,115.7394700182021,,,,,,,,,,,,,,,177.96923897494415
2018-08-24 13:00:00,133.0675805460326,540.4596236446362,111.34182160859754,115.71799121878874,132.1831980928709,,99.92961275417068,,,115.78263127053718,,,,,,,,,,,,,,,178.35463701937624
2018-08-24 14:00:00,133.09578081317977,537.8020194389692,111.03985617705874,115.67004393553674,131.68618091873657,,99.95307516944713,,,115.85456669109571,,,,,,,,,,,,,,,177.87164616343196
2018-08-24 15:00:00,133.0892249099528,538.3837757979916,111.47468639847462,115.77901503383673,131.80909914459772,,100.00000000000003,,,115.86895377520743,,,,,,,,,,,,,,,178.05782215143725
2018-08-24 16:00:00,133.09907523691191,545.0783851034209,111.52300086752082,115.64389087194475,131.8037548739081,,100.00000000000003,,,116.00802892162054,,,,,,,,,,,,,,,179.0223051250467
2018-08-27 10:00:00,133.37580683041253,568.743050555172,112.5134474829681,115.46735769269878,131.8037548739081,,100.00000000000003,,,116.4012758873404,,,,,,,,,,,,,,,182.61495618892857
2018-08-27 11:00:00,133.68363778394465,571.8568223251391,112.36850407582949,115.24069780823484,133.2894621256215,,100.09384966110582,,,116.29577060385459,,,,,,,,,,,,,,,183.2612491976757
2018-08-27 12:00:00,133.89467856822614,568.6911543590058,112.56127880732386,115.27120971575883,133.57270847217117,,100.09384966110582,,,116.39168449793262,,,,,,,,,,,,,,,182.92522344021774
2018-08-27 13:00:00,133.81067076305635,570.7670022056504,112.36850407582948,115.34531006260282,133.8773319014793,,100.09384966110582,,,116.52116825493795,,,,,,,,,,,,,,,183.2548338463803
2018-08-27 14:00:00,133.781020949467,571.389756559644,112.35038614993714,115.30608046721483,133.61011836699848,,100.09384966110582,,,116.41086727674823,,,,,,,,,,,,,,,183.2774399187308
2018-08-27 15:00:00,133.81231797492242,573.9326701717838,112.39266131035258,115.27774798165682,133.7437251342389,,100.09384966110582,,,116.47800700260285,,,,,,,,,,,,,,,183.67585417666618
2018-08-27 16:00:00,133.7085436273597,578.3957430420703,112.22356066869085,115.37146312619481,133.6849381566531,,100.18769932221161,,,116.48759839201063,,,,,,,,,,,,,,,184.2942209050273
2018-08-28 10:00:00,134.19681016870166,571.337860363478,111.69210150918255,115.46299884876679,134.04834856354702,,100.18769932221161,,,116.45882422378723,,,,,,,,,,,,,,,183.34066328566783
2018-08-28 11:00:00,134.28506778048595,562.6192994075697,111.95783108893669,115.48237391004453,133.58339701355038,,100.00000000000003,,,116.29097490915069,,,,,,,,,,,,,,,182.03127772996257
2018-08-28 12:00:00,134.11375774641417,565.1622130197096,111.28142852228977,115.47062682564778,133.61011836699848,,100.09384966110582,,,116.16149115214537,,,,,,,,,,,,,,,182.2704978991873
2018-08-28 13:00:00,134.29824547541457,564.124289096387,111.16064234967425,115.55671399330478,133.84526627734158,,100.07038724582937,,,116.16149115214537,,,,,,,,,,,,,,,182.1738622271567
2018-08-28 14:00:00,134.4596722382899,563.3852872629814,111.19301304393522,115.48091369732731,133.86129908941044,,100.04692483055291,,,116.14230837332977,,,,,,,,,,,,,,,182.08134550511812
2018-08-28 15:00:00,134.42676094520573,564.954628235045,111.51696155889005,115.51203584300178,133.41238035148268,,100.04692483055291,,,116.09435142629076,,,,,,,,,,,,,,,182.28057759863844
2018-08-28 16:00:00,134.2751845092895,565.5773825890385,111.28142852228977,115.4215898314128,133.0970683807953,,100.09384966110582,,,116.02721170043617,,,,,,,,,,,,,,,182.2533878849097
2018-08-29 10:00:00,134.50249974680784,560.9586211302538,111.16064234967425,115.40633387765081,133.26808504286302,,100.09384966110582,,,116.06557725806736,,,,,,,,,,,,,,,181.63651558091757
2018-08-29 11:00:00,134.8220588488264,564.5690394975309,111.5230008675208,115.22762127643885,133.7116595101012,,100.04692483055291,,,116.01762031102834,,,,,,,,,,,,,,,182.27398930599992
2018-08-29 12:00:00,135.08231832366624,567.7570228280156,111.54715810204392,115.40602875857556,133.65821680320505,,100.00000000000003,,,116.54035103375351,,,,,,,,,,,,,,,182.85587083560856
2018-08-29 13:00:00,134.95054137438024,567.445645651019,111.78873044727496,115.3583865943988,133.68493815665312,,100.04692483055291,,,116.39648019263647,,,,,,,,,,,,,,,182.81023532098794
2018-08-29 14:00:00,135.05971857686367,561.373790699583,111.59547257109013,115.35184832850081,133.59130653417103,,100.00000000000003,,,116.24781365681558,,,,,,,,,,,,,,,181.88856433814632
2018-08-29 15:00:00,135.2766893238631,565.155466514208,111.81288768179807,115.43684578517478,133.59942982561924,,100.04692483055291,,,116.25260935151948,,,,,,,,,,,,,,,182.51155047324795
2018-08-29 16:00:00,135.35246106970257,567.1342684740221,111.71625874370565,115.40415445568479,133.6421839911362,,100.11731207638226,,,116.3820931085248,,,,,,,,,,,,,,,182.82124741702265
2018-08-30 10:00:00,135.24374508654162,557.4296797909576,111.32974299133598,115.3126187331128,133.38031472734497,,99.99399362168926,,,116.30536199326238,,,,,,,,,,,,,,,181.28506527774923
2018-08-30 11:00:00,135.50071013764932,556.2884824372646,111.28142852228977,115.3747322591438,133.86129908941044,,100.00000000000003,,,115.98884614280496,,,,,,,,,,,,,,,181.1850712269376
2018-08-30 12:00:00,135.85321347698937,551.150240054857,111.03985617705872,115.43843676320996,134.11782408251204,,100.00000000000003,,,115.84497530168794,,,,,,,,,,,,,,,180.49207797947358
2018-08-30 13:00:00,136.45609301997285,555.6133129251433,111.23311405324357,115.52402266381476,134.38503761699283,,100.02346241527647,,,115.90252363813474,,,,,,,,,,,,,,,181.30536661893981
2018-08-30 14:00:00,136.93049003740248,555.7171053174754,111.30558575681289,115.56107283723676,134.38503761699283,,100.04692483055291,,,116.07037295277127,,,,,,,,,,,,,,,181.43094133560635
2018-08-30 15:00:00,136.05417332465052,547.3062888048323,111.06401341158184,115.47607538056279,134.41175897044096,,100.02346241527647,,,115.79701835464891,,,,,,,,,,,,,,,180.0189700945705
2018-08-30 16:00:00,136.04099562972195,546.9985443615674,110.9190700044432,115.54581688347477,134.6522511514737,,100.1876993222116,,,115.85456669109574,,,,,,,,,,,,,,,180.02842057771264
2018-08-31 10:00:00,136.95226617827194,548.1921568733882,110.9190700044432,115.68638960028174,134.29418501526936,,100.1876993222116,,,115.91691072224646,,,,,,,,,,,,,,,180.30695395944466
2018-08-31 11:00:00,137.02932274936697,550.5150306137834,110.53255425207354,115.8117063633267,135.3897605066408,,100.1876993222116,,,116.10394281569859,,,,,,,,,,,,,,,180.79571666044308
2018-08-31 12:00:00,136.6965859524198,549.2819769928767,110.41176807945801,115.72452948468674,134.64156261009452,,100.1876993222116,,,116.00802892162056,,,,,,,,,,,,,,,180.42173590905256
