,Alert,Current Month,Month,Underwater
FADAUSDT,-9.666550184649296,17.80903222069412,2024-12-31,9.5
FAVAXUSDT,-9.323442426249018,-3.279719685324526,2025-01-31,26.375
FBNBUSDT,-4.5466240147476125,-1.3614598619623721,2025-01-31,26.541666666666668
FBTCUSDT,-4.074376196992989,0.45569011205846616,2025-01-31,8.333333333333334
FETHUSDT,-4.421143562565591,1.7210583532722958,2025-01-31,16.625
FSOLUSDT,-10.330761345314645,-18.00144066876,2024-12-31,10.291666666666666
FTRXUSDT,-2.8376945342754185,-0.19490473740984454,2025-01-31,26.833333333333332
total,-6.457227466399225,-0.4073920382045514,2025-01-15,17.785714285714285
